mpg,cylinders,displacement,horsepower,weight,acceleration,year,origin-1,origin-2,origin-3,0,0
23.5,0.32053190484711985,-0.1958944192801815,0.14902116008913796,-0.2898116632805486,-1.0762963219578663,81,1,0,0,23.5,23.575458526611328
14.0,1.496307924470656,1.9811493354756187,1.8495846411239854,1.7637006373476287,-1.4751810504376373,71,1,0,0,14.0,12.875944137573242
18.5,1.496307924470656,1.5975292905847287,1.19552176380289,1.1449309734435662,-0.9312473297834039,79,1,0,0,18.5,16.682554244995117
29.8,-0.8552441147764164,-0.5699239630487991,-0.37422914176773814,-0.30634367720164946,-0.024691128693014885,80,0,0,1,29.799999237060547,27.864530563354492
28.0,-0.8552441147764164,-0.5123809563151657,-0.37422914176773814,-0.8341872645396571,-0.024691128693014885,71,1,0,0,28.0,25.345651626586914
19.0,0.32053190484711985,0.30281163907797537,-0.24341656630351913,0.34667087268183644,0.15662011152506292,75,1,0,0,19.0,19.730581283569336
11.0,1.496307924470656,1.5016242793620063,1.9803972165882044,0.8190141275704339,-1.6564922906557151,73,1,0,0,11.0,15.355222702026367
33.0,-0.8552441147764164,-0.9823155113065057,-1.342242200202959,-1.3880097308965376,0.7005538321792963,75,0,0,1,33.0,34.431068420410156
23.0,-0.8552441147764164,-0.5123809563151657,-0.5573667474176448,-0.39136546308159703,0.5192425919612185,75,1,0,0,23.0,25.68351173400879
21.0,-0.8552441147764164,-0.7041909787606105,-0.45271668704626955,0.0101263035737108,1.4257987930516074,72,0,1,0,21.0,24.35593032836914
23.0,0.32053190484711985,0.043868108776624684,-0.24341656630351913,-0.07843805671790122,0.15662011152506292,73,1,0,0,23.0,20.550668716430664
25.0,-0.8552441147764164,-0.7713244866165163,-0.24341656630351913,-0.8766981574796309,-0.5686248493472483,71,0,0,1,25.0,27.14187240600586
23.8,-0.8552441147764164,-0.4068854439701709,-0.5050417172319572,-0.13630010544175442,0.7368160802229123,78,1,0,0,23.799999237060547,25.276382446289062
34.4,-0.8552441147764164,-0.9151820034506,-1.0282920190888334,-1.0927951965911642,0.22914460761229377,81,1,0,0,34.400001525878906,32.367698669433594
24.5,-0.8552441147764164,-0.9151820034506,-1.1591045945530523,-0.9522730782618064,2.3686172421856124,76,1,0,0,24.5,30.972888946533203
13.0,1.496307924470656,1.0892327311042995,0.6722714619460141,1.331506559124562,-0.5686248493472483,72,1,0,0,13.0,15.142365455627441
34.7,-0.8552441147764164,-0.8480484955946943,-1.0806170492745208,-0.8920493132635103,-0.2422646169547081,81,1,0,0,34.70000076293945,31.716344833374023
14.0,1.496307924470656,1.060461227737483,1.19552176380289,1.5192630029427796,-0.024691128693014885,74,1,0,0,14.0,14.40179443359375
15.0,1.496307924470656,2.2592738680215136,2.4513224882593927,1.618455086469385,-2.019114771091871,70,1,0,0,15.0,12.479866027832031
18.0,0.32053190484711985,0.6192981761129595,0.14902116008913796,-0.00994828475905459,-0.7499360895653261,71,1,0,0,18.0,18.962793350219727
25.0,0.32053190484711985,-0.11917041030200351,0.14902116008913796,-0.03002287309181998,0.30166910369952465,82,1,0,0,25.0,22.362728118896484
19.9,1.496307924470656,0.638479178357504,0.14902116008913796,0.46593754454120734,-0.024691128693014885,78,1,0,0,19.899999618530273,19.02894401550293
17.5,0.32053190484711985,0.5425741671347816,0.14902116008913796,0.6489705558105389,0.30166910369952465,77,1,0,0,17.5,18.877992630004883
28.0,-0.8552441147764164,-0.7809149877387885,-0.42655417195342576,-0.4315146397471278,1.4620610410952235,82,1,0,0,28.0,27.999034881591797
29.0,-0.8552441147764164,-0.991906012428778,-0.8974794436246143,-1.2203278754110856,-0.5686248493472483,75,0,1,0,29.0,31.517229080200195
17.0,1.496307924470656,1.070051728859755,0.6722714619460141,1.0268451597214168,-0.060953376736630316,79,1,0,0,17.0,17.369321823120117
16.0,1.496307924470656,1.060461227737483,1.19552176380289,0.5462358978722689,-1.2938698102195594,70,1,0,0,16.0,15.839083671569824
27.0,-0.8552441147764164,-0.9247725045728723,-0.42655417195342576,-0.9924222549273373,-0.38731360912917046,70,0,0,1,27.0,28.595741271972656
37.0,-0.8552441147764164,-0.9823155113065057,-0.9498044738103019,-1.1164123593355941,0.954389568484605,82,0,0,1,37.0,35.01702117919922
36.1,-0.8552441147764164,-0.9823155113065057,-1.1591045945530523,-1.38210544021043,0.30166910369952465,78,0,0,1,36.099998474121094,35.31017303466797
23.0,-0.8552441147764164,-0.7521434843719719,-0.24341656630351913,-0.3264182655344149,-0.2060023689110927,75,0,1,0,23.0,25.415943145751953
14.0,1.496307924470656,1.9811493354756187,1.8495846411239854,1.6704128445071307,-1.2938698102195594,72,1,0,0,14.0,13.289313316345215
32.8,-0.8552441147764164,-1.106992025896045,-1.3684047152958028,-1.1636466848244538,1.3895365450079915,78,0,0,1,32.79999923706055,35.38597869873047
29.9,-0.8552441147764164,-0.9151820034506,-1.0282920190888334,-0.6972077206219639,1.860945769574994,81,1,0,0,29.899999618530273,31.556808471679688
20.0,-0.8552441147764164,-0.9247725045728723,-0.42655417195342576,-0.8164743924813347,1.2444875528335297,73,0,0,1,20.0,28.954044342041016
12.0,1.496307924470656,2.2592738680215136,2.4513224882593927,2.3399594083117177,-1.4751810504376373,73,1,0,0,12.0,11.638422966003418
15.5,1.496307924470656,1.9811493354756187,2.2420223675166424,1.599561356273841,-1.2213453141323285,77,1,0,0,15.5,14.256237983703613
23.7,-1.4431321245881843,-1.1837160348742228,-0.1126039908393001,-0.6499733951331041,-1.1125585700014817,80,0,0,1,23.700000762939453,29.629091262817383
24.0,-0.8552441147764164,-0.7425529832496995,-0.7666668681603952,-0.9593582270851354,-0.024691128693014885,73,0,1,0,24.0,29.41977310180664
36.0,-0.8552441147764164,-1.0974015247737727,-1.21142962473874,-1.3525839867798928,1.099438560659068,77,0,1,0,36.0,34.45232009887695
19.0,0.32053190484711985,-0.3589329383588097,0.09669612990345035,-0.04773574515014239,-0.024691128693014885,76,0,0,1,19.0,23.082008361816406
38.0,-0.8552441147764164,-0.8480484955946943,-1.0806170492745208,-0.9983265456134447,-0.3147891130419396,82,1,0,0,38.0,32.89983367919922
29.0,-0.8552441147764164,-0.5603334619265269,-0.531204232324801,-0.5259832907248473,0.15662011152506292,82,1,0,0,29.0,28.306705474853516
21.5,0.32053190484711985,0.3603546458116088,0.279833735553357,0.3242345680746281,-0.060953376736630316,79,1,0,0,21.5,19.866497039794922
27.9,-0.8552441147764164,-0.3589329383588097,0.018208584624918932,-0.20124730298893656,-0.4235758571727859,80,1,0,0,27.899999618530273,23.760814666748047
14.0,1.496307924470656,1.1947282434492943,1.19552176380289,1.3067085382429107,-0.5686248493472483,72,1,0,0,14.0,14.783456802368164
36.1,-0.8552441147764164,-0.9151820034506,-1.0021295039959894,-1.38210544021043,-0.4235758571727859,78,1,0,0,36.099998474121094,32.97598648071289
22.0,-0.8552441147764164,-0.8192769922278775,-0.26957908139636294,-0.6983885787591854,0.3379313517431407,73,0,0,1,22.0,27.56957244873047
18.0,0.32053190484711985,0.05345860989889693,-0.19109153611783153,-0.23194961455669538,-0.024691128693014885,70,1,0,0,18.0,20.505550384521484
17.0,1.496307924470656,1.060461227737483,1.19552176380289,0.8284609926682058,-1.4751810504376373,72,1,0,0,17.0,15.984950065612793
18.0,0.32053190484711985,0.5425741671347816,0.018208584624918932,0.5769382094400277,0.15662011152506292,75,1,0,0,18.0,18.402786254882812
14.0,1.496307924470656,2.3647693803665084,2.8960852448377374,1.5842102004899616,-2.563048491746104,70,1,0,0,14.0,11.88753604888916
26.0,-0.8552441147764164,-0.9247725045728723,-1.5253798058528656,-1.340775405407678,1.7884212734877631,70,0,1,0,26.0,32.54005813598633
13.0,1.496307924470656,1.5016242793620063,1.19552176380289,2.04120229959468,-0.38731360912917046,74,1,0,0,13.0,13.903203964233398
33.0,-0.8552441147764164,-0.8480484955946943,-0.792829383253239,-0.9215707666940476,-0.4961003532600174,81,0,1,0,33.0,31.902767181396484
37.0,-0.8552441147764164,-1.0398585180401392,-1.0282920190888334,-1.1754552661966688,1.3895365450079915,81,0,0,1,37.0,35.421573638916016
32.0,-0.8552441147764164,-1.1741255337519507,-1.0282920190888334,-1.3395945472704562,1.9697325137058408,74,0,0,1,32.0,33.57966232299805
28.0,-0.8552441147764164,-0.8288674933501498,-0.4788792021391134,-0.5980156370953584,-0.024691128693014885,76,0,1,0,28.0,27.889877319335938
19.2,1.496307924470656,0.7056126862134098,0.5414588864817951,0.7493434974743658,-0.2060023689110927,79,1,0,0,19.200000762939453,18.5263614654541
32.0,-0.8552441147764164,-0.9823155113065057,-0.9759669889031457,-1.1872638475688837,0.047833367394215974,82,0,0,1,32.0,35.31599044799805
27.4,-0.8552441147764164,-0.6946004776383383,-0.6358542926961762,-0.3547588608277307,-0.2060023689110927,79,1,0,0,27.399999618530273,27.424184799194336
20.0,-0.8552441147764164,-0.5123809563151657,-0.37422914176773814,-0.664143692779762,1.4257987930516074,72,1,0,0,20.0,25.252094268798828
26.0,-0.8552441147764164,-0.9343630056951445,-0.9236419587174581,-0.9227516248312692,0.8818650723973741,72,0,1,0,26.0,30.08119773864746
20.6,0.32053190484711985,0.30281163907797537,0.14902116008913796,0.46003325385509986,0.37419359978675676,79,1,0,0,20.600000381469727,19.60171127319336
37.3,-0.8552441147764164,-0.9823155113065057,-0.9236419587174581,-0.9924222549273373,-0.3147891130419396,79,0,1,0,37.29999923706055,32.39748764038086
16.2,0.32053190484711985,-0.29179943050290397,0.7507590072245455,0.5190761607161746,0.08409561543783205,78,0,1,0,16.200000762939453,19.1885986328125
15.0,1.496307924470656,1.5016242793620063,1.0647091883386712,1.735360042054313,-0.5686248493472483,75,1,0,0,15.0,14.920639991760254
21.0,-0.8552441147764164,-0.5123809563151657,-0.8451544134389267,-0.6724096997403125,1.4257987930516074,73,1,0,0,21.0,27.538972854614258
21.0,0.32053190484711985,0.06304911102116918,-0.5050417172319572,-0.4527700862171147,0.15662011152506292,70,1,0,0,21.0,22.653968811035156
20.5,0.32053190484711985,0.06304911102116918,-0.24341656630351913,0.21795733572469367,0.954389568484605,78,1,0,0,20.5,21.434492111206055
21.0,0.32053190484711985,0.05345860989889693,-0.37422914176773814,-0.3807377398466036,-0.2060023689110927,70,1,0,0,21.0,21.820152282714844
25.4,0.32053190484711985,-0.24384692489154272,0.3059962506462008,-0.0831614892667872,-1.0762963219578663,81,0,0,1,25.399999618530273,24.668853759765625
34.1,-0.8552441147764164,-0.9823155113065057,-0.9498044738103019,-1.1636466848244538,0.15662011152506292,81,0,0,1,34.099998474121094,34.83140563964844
27.0,-0.8552441147764164,-0.4068854439701709,-0.37422914176773814,-0.02411858240571251,0.6280293360920655,82,1,0,0,27.0,25.487951278686523
36.0,-0.8552441147764164,-0.9151820034506,-0.8974794436246143,-0.9983265456134447,0.6280293360920655,82,1,0,0,36.0,32.34822463989258
31.6,-0.8552441147764164,-0.7041909787606105,-0.792829383253239,-0.396088895630483,0.990651816528221,81,0,0,1,31.600000381469727,30.79426383972168
38.1,-0.8552441147764164,-1.0014965135510503,-1.1591045945530523,-1.183721273157219,1.1719630567462989,80,0,0,1,38.099998474121094,35.45045852661133
32.0,-0.8552441147764164,-1.0590395202846836,-1.1329420794602085,-1.142391238354467,1.2444875528335297,74,0,0,1,32.0,33.283111572265625
40.8,-0.8552441147764164,-1.0398585180401392,-1.0282920190888334,-1.016039417671767,1.3170120489207606,80,0,0,1,40.79999923706055,34.510948181152344
19.0,0.32053190484711985,0.3699451469338811,-0.37422914176773814,0.28408539140909733,0.5192425919612185,75,1,0,0,19.0,20.222400665283203
20.0,-0.8552441147764164,-0.7617339854942441,-0.34806662667489435,-0.45867437690322216,-0.5686248493472483,73,0,1,0,20.0,25.752429962158203
22.0,0.32053190484711985,0.5425741671347816,0.018208584624918932,0.4517672468945494,-0.38731360912917046,76,1,0,0,22.0,19.238737106323242
17.5,0.32053190484711985,0.6192981761129595,-0.24341656630351913,0.26282994493911044,0.8093405763101432,76,1,0,0,17.5,19.60891342163086
35.1,-0.8552441147764164,-1.0782205225292283,-1.1591045945530523,-1.4293397656992899,0.192882359568679,81,0,0,1,35.099998474121094,36.60068893432617
30.5,-0.8552441147764164,-0.9151820034506,-1.0806170492745208,-1.0857100477678352,0.5192425919612185,77,1,0,0,30.5,31.95902442932129
33.7,-0.8552441147764164,-0.8288674933501498,-0.7666668681603952,-0.8979536039496178,-0.4235758571727859,81,0,0,1,33.70000076293945,32.7125244140625
19.0,0.32053190484711985,0.5425741671347816,-0.42655417195342576,0.3915434818962532,-0.024691128693014885,71,1,0,0,19.0,18.835241317749023
14.0,1.496307924470656,1.0412802254929383,0.9338966128744521,1.9691699532241687,0.15662011152506292,74,1,0,0,14.0,14.345067024230957
15.5,1.496307924470656,1.5112147804842784,0.9862216430601397,1.2795488010868163,-0.45983810521640134,79,1,0,0,15.5,16.829456329345703
15.0,0.32053190484711985,0.5425741671347816,-0.8451544134389267,0.22149991013635814,1.4257987930516074,75,1,0,0,15.0,22.17612075805664
22.5,0.32053190484711985,0.3699451469338811,-0.37422914176773814,0.13529726611918913,0.7368160802229123,76,1,0,0,22.5,21.105316162109375
29.0,-0.8552441147764164,-1.0398585180401392,-1.3684047152958028,-1.104603777963379,2.404879490229227,76,1,0,0,29.0,32.96842575073242
23.0,-0.8552441147764164,-0.9247725045728723,-1.316079685110115,-0.845995845911872,2.87628871479623,72,0,1,0,23.0,31.348308563232422
18.0,-1.4431321245881843,-1.1837160348742228,-0.37422914176773814,-0.9995074037506662,-0.7499360895653261,73,0,0,1,18.0,30.019777297973633
25.5,-0.8552441147764164,-0.6850099765160661,-0.21725405121067531,-0.7916763715996833,-0.024691128693014885,77,1,0,0,25.5,26.758785247802734
24.0,-0.8552441147764164,-0.7137814798828829,-0.19109153611783153,-0.5023661279804174,0.5192425919612185,75,0,0,1,24.0,26.90104103088379
14.0,1.496307924470656,2.49903639607832,3.0268978203019565,1.6338062422532644,-2.381737251528026,70,1,0,0,14.0,11.513060569763184
16.5,1.496307924470656,1.5112147804842784,0.8815715826887646,1.1626438455018886,-0.858722833696173,79,1,0,0,16.5,17.307817459106445
20.3,-0.26735610496464823,-0.5986954664156159,-0.03411644556076868,-0.16582155887229175,0.12035786348144749,78,0,1,0,20.299999237060547,24.283336639404297
26.0,-0.8552441147764164,-0.8192769922278775,-0.2957415964892067,-0.6842182811125275,-0.024691128693014885,74,0,0,1,26.0,27.887218475341797
15.0,1.496307924470656,1.8181108163969903,1.7187720656597663,0.699747455711063,-2.019114771091871,70,1,0,0,15.0,14.872429847717285
33.8,-0.8552441147764164,-0.9247725045728723,-0.9759669889031457,-0.9747093828690149,0.8818650723973741,80,0,0,1,33.79999923706055,33.87911605834961
11.0,1.496307924470656,1.9811493354756187,1.19552176380289,2.393098024486685,-0.5686248493472483,73,1,0,0,11.0,12.902743339538574
28.0,-0.8552441147764164,-0.9247725045728723,-0.32190411158205057,-0.8058466692463413,0.5192425919612185,72,0,0,1,28.0,28.118223190307617
19.0,0.32053190484711985,0.30281163907797537,-0.1126039908393001,0.7788649509049032,0.7730783282665271,77,1,0,0,19.0,18.612934112548828
30.0,-0.8552441147764164,-0.9247725045728723,-0.9759669889031457,-1.1636466848244538,0.30166910369952465,77,0,0,1,30.0,33.6639518737793
27.2,-0.8552441147764164,-0.5027904551928934,-0.8713169285317705,0.25928737052744594,3.3476979393632322,79,0,1,0,27.200000762939453,25.920879364013672
16.5,0.32053190484711985,-0.24384692489154272,0.41064631101757604,1.0032279969769868,0.4104558478303716,76,0,1,0,16.5,18.327877044677734
29.0,-0.8552441147764164,-0.9247725045728723,-0.7666668681603952,-0.944007071301256,0.15662011152506292,75,0,0,1,29.0,30.60959243774414
20.0,1.496307924470656,0.6576601806020484,0.14902116008913796,0.29589397278131224,-0.7499360895653261,75,1,0,0,20.0,18.019134521484375
15.0,1.496307924470656,1.1947282434492943,1.19552176380289,0.9524510970764627,-1.1125585700014817,73,1,0,0,15.0,15.509594917297363
17.5,1.496307924470656,1.1947282434492943,0.9338966128744521,1.3102511126545753,-0.6774115934780952,78,1,0,0,17.5,16.56972885131836
18.0,0.32053190484711985,0.30281163907797537,-0.24341656630351913,0.9618979621742346,1.2444875528335297,75,1,0,0,18.0,18.268617630004883
24.0,-0.8552441147764164,-0.991906012428778,-0.7666668681603952,-1.01840113394621,-0.024691128693014885,74,0,1,0,24.0,29.845731735229492
20.2,0.32053190484711985,0.3699451469338811,-0.37422914176773814,0.34785173081905796,0.954389568484605,79,1,0,0,20.200000762939453,20.528968811035156
13.0,1.496307924470656,1.5112147804842784,1.4048218845456406,1.6444339654882578,-0.9312473297834039,73,1,0,0,13.0,14.295013427734375
12.0,1.496307924470656,1.5016242793620063,1.4571469147313283,1.7542537722498568,-0.7499360895653261,72,1,0,0,12.0,13.83109188079834
20.0,0.32053190484711985,-0.3589329383588097,0.4629713412032636,-0.1929812960283861,-0.7499360895653261,73,0,0,1,20.0,21.086265563964844
13.0,1.496307924470656,1.5975292905847287,1.8495846411239854,1.0044088551142083,-1.6564922906557151,73,1,0,0,13.0,14.71111011505127
26.0,-0.8552441147764164,-0.9247725045728723,-0.6881793228818638,-0.7916763715996833,-0.38731360912917046,74,0,1,0,26.0,28.696027755737305
34.5,-0.8552441147764164,-0.8480484955946943,-0.8974794436246143,-0.9688050921829073,-0.2422646169547081,79,1,0,0,34.5,30.669506072998047
18.0,0.32053190484711985,0.30281163907797537,0.018208584624918932,0.1778081590591629,0.3379313517431407,73,1,0,0,18.0,18.664369583129883
18.5,0.32053190484711985,0.5425741671347816,-0.16492902102498772,0.6548748464966463,1.2444875528335297,77,1,0,0,18.5,18.979524612426758
13.0,1.496307924470656,1.5016242793620063,1.3263343392671092,1.8085732465620454,-0.7499360895653261,72,1,0,0,13.0,13.88756275177002
26.0,-0.8552441147764164,-0.6946004776383383,0.22750870536766937,-0.8696130086563019,-1.1125585700014817,70,0,1,0,26.0,24.585927963256836
18.0,0.32053190484711985,0.3699451469338811,-0.1126039908393001,0.37501146797515233,-0.024691128693014885,71,1,0,0,18.0,17.890981674194336
31.0,-0.8552441147764164,-1.1261730281405895,-1.3684047152958028,-1.5604150189308756,0.3379313517431407,74,0,0,1,31.0,34.7151985168457
24.0,-0.8552441147764164,-0.6946004776383383,0.14902116008913796,-0.36656744219994564,-0.5686248493472483,73,0,1,0,24.0,23.87236213684082
11.0,1.496307924470656,2.2592738680215136,2.712947639187831,1.9632656625380611,-1.6564922906557151,72,1,0,0,11.0,12.172096252441406
19.4,1.496307924470656,1.1947282434492943,0.9338966128744521,0.9028550553131599,-0.858722833696173,78,1,0,0,19.399999618530273,17.085920333862305
32.9,-0.8552441147764164,-0.7137814798828829,-0.1126039908393001,-0.41970605837491287,-0.2785268649983235,81,0,0,1,32.900001525878906,28.056682586669922
31.5,-0.8552441147764164,-1.0014965135510503,-0.8713169285317705,-1.1577423941383462,-0.2422646169547081,78,0,1,0,31.5,31.838136672973633
19.1,0.32053190484711985,0.30281163907797537,-0.37422914176773814,0.4848312747367512,1.1357008087026828,80,1,0,0,19.100000381469727,20.621395111083984
24.0,0.32053190484711985,0.06304911102116918,-0.6096917776033324,0.04909462210202009,0.7368160802229123,76,1,0,0,24.0,22.064302444458008
20.0,0.32053190484711985,0.043868108776624684,-0.24341656630351913,0.1553718544519545,0.3379313517431407,74,1,0,0,20.0,20.040782928466797
28.0,-0.8552441147764164,-0.991906012428778,-0.7666668681603952,-0.9983265456134447,-0.38731360912917046,74,1,0,0,28.0,29.225059509277344
29.0,-0.8552441147764164,-0.9247725045728723,-0.6881793228818638,-1.216785300999421,-0.38731360912917046,77,0,1,0,29.0,31.053848266601562
14.0,1.496307924470656,1.060461227737483,1.19552176380289,0.8284609926682058,-1.4751810504376373,73,1,0,0,14.0,15.77921199798584
35.0,-0.8552441147764164,-0.6850099765160661,-0.42655417195342576,-0.5555047441553846,-0.16974012086747725,80,0,1,0,35.0,28.28467559814453
